Player,PTS,REB,AST,STL,BLK,FLS,TO,FGM,FGA,3PM,3PA
GoGxSeLIOuT,8,0,5,4,0,1,1,3,6,1,3
TicTacTy3204,28,6,5,2,4,3,3,14,19,0,2
The57thPick,12,4,5,2,0,1,1,4,7,4,6
GoGxNoIQ,11,4,2,5,1,2,0,4,5,3,3
DarkestPrune2,9,7,2,1,1,0,3,4,8,1,2
