Player,PTS,REB,AST,STL,BLK,FLS,TO,FGM,FGA,3PM,3PA
GoGxSeLIOuT,11,0,8,4,0,2,2,4,6,3,4
TicTacTy3204,40,2,7,2,3,3,6,19,22,0,0
The57thPick,4,4,2,3,0,0,0,2,2,0,0
GoGxNoIQ,11,8,3,2,2,0,0,3,6,1,4
DarkestPrune2,12,8,5,2,4,1,7,6,6,0,0
