"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"GoGxNoIQ","6","1","4","1","0","5","2","2","5","2","5"
"TicTacTy3204","20","1","10","1","0","4","5","10","11","0","0"
"The57thPick","19","0","2","2","0","2","4","7","9","5","7"
"LaWyErUP2015","1","0","2","1","0","0","4","0","3","0","2"
"DarkestPrune2","12","9","1","0","2","1","3","5","9","2","6"
