"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"DarkestPrune2","16","3","4","1","0","1","0","5","8","4","5"
"GoGxSeLIOuT","11","0","4","2","1","2","1","4","7","3","5"
"TicTacTy3204","28","3","1","5","1","4","4","14","22","0","0"
"The57thPick","3","2","2","1","0","2","0","1","3","1","2"
"WORKAxMINDx6","7","12","4","4","2","0","1","3","7","1","4"
