Player,PTS,REB,AST,STL,BLK,FLS,TO,FGM,FGA,3PM,3PA
TicTacTy3204,34,1,6,1,0,3,5,15,19,0,0
OffDuddas,5,0,2,1,0,0,0,2,3,1,2
The57thPick,11,3,5,2,0,0,0,4,5,3,4
GoGxNoIQ,8,5,3,1,1,0,1,2,3,2,3
DarkestPrune2,12,7,4,1,0,0,1,5,9,0,2
