Player,PTS,REB,AST,STL,BLK,FLS,TO,FGM,FGA,3PM,3PA
DarkestPrune2,9,0,5,2,0,3,0,4,7,1,2
TicTacTy3204,35,1,8,0,0,2,2,17,19,0,0
WORKAxMINDx6,13,3,6,0,0,0,1,5,9,3,5
The57thPick,8,1,3,0,0,1,1,3,4,2,3
jessiedog54,9,8,3,2,1,0,0,4,7,0,1
