"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"GoGxSeLIOuT","7","1","9","4","0","2","2","3","8","1","6"
"TicTacTy3204","30","1","3","3","1","4","6","15","22","0","1"
"The57thPick","4","5","1","0","2","0","1","1","2","1","1"
"GoGxNoIQ","8","1","5","0","1","1","0","2","6","0","4"
"DarkestPrune2","8","8","3","0","1","0","2","4","5","0","1"
