"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"SxckMyRath","11","1","1","1","0","1","2","4","6","3","4"
"NoneLike J","19","1","7","3","0","1","1","8","13","3","6"
"NoCapBkrizzy","13","2","4","1","0","3","2","4","8","3","6"
"HeliosStory","22","1","0","1","0","1","3","8","12","0","1"
"Mattyb06245083","4","12","7","3","5","1","1","2","6","0","0"
