"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Bballerjosh","21","1","16","1","0","0","1","8","13","5","8"
"RichStayGone","38","2","7","2","3","2","2","13","17","12","16"
"TyeStayGone","18","1","5","3","0","2","2","7","14","4","11"
"S4YL Toren","31","0","3","2","2","1","0","12","14","7","7"
"D1rTyPIEaSuRe","8","15","7","3","3","0","3","4","4","0","0"
