"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Bballerjosh","18","0","10","2","0","0","1","8","12","2","3"
"RichStayGone","15","0","3","3","1","3","0","5","8","5","7"
"TyeStayGone","13","2","4","1","0","1","1","5","7","3","4"
"VroMobstarz","22","10","3","3","4","3","2","11","13","0","0"
"S4YL Toren","15","0","3","2","0","1","2","6","10","3","5"
