"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"TayyTrendyy","39","0","9","1","0","0","5","14","24","9","17"
"ImRehearsin","3","0","0","0","0","0","2","1","3","1","2"
"True Ta Self","12","0","0","0","0","0","0","4","8","4","7"
"RiqMyles","9","0","0","2","0","0","1","4","4","1","1"
"Prime Kam","4","12","2","1","1","2","2","2","3","0","0"
