"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"TayyTrendyy","42","0","6","1","0","0","2","17","24","7","9"
"Prime Kam","3","5","3","2","0","1","0","0","4","0","1"
"ImRehearsin","16","0","0","1","0","5","1","5","11","4","9"
"RiqMyles","2","1","4","1","0","2","0","1","5","0","2"
"Vlonemoviin","4","8","0","2","5","0","1","1","2","0","0"
