"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"TayyTrendyy","35","0","10","0","1","1","4","14","19","5","8"
"Vlonemoviin","9","0","1","1","0","1","1","3","6","3","5"
"RiqMyles","3","1","1","1","0","1","0","1","1","1","1"
"Prime Kam","13","4","1","0","3","0","3","5","8","1","2"
"SwampySphinx646","8","16","2","0","3","1","1","4","7","0","0"
