"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"ACTBADJR","18","0","6","1","0","0","1","7","13","4","8"
"G1LAN1","17","0","5","1","0","2","2","8","9","1","2"
"Darkstorm846","9","1","5","0","0","1","2","3","4","3","3"
"OnlyNoriega","8","2","1","2","0","3","1","3","7","2","2"
"DEADintheHEAD18","26","20","3","2","0","0","2","13","16","0","0"
