"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"ACTBADJR","21","0","7","1","0","1","3","8","16","5","10"
"G1LAN1","12","0","5","0","0","0","2","5","9","2","2"
"DEADintheHEAD18","16","3","1","2","0","2","1","7","11","2","3"
"JamN131","11","2","0","0","0","3","0","4","7","3","5"
"doublen7784","2","8","2","1","1","1","1","1","2","0","0"
