"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"daddyLongleg323","12","0","5","5","0","3","1","5","13","0","3"
"PartTimePop","10","4","2","0","0","1","2","5","8","0","0"
"leaguefits ian","11","2","17","2","0","4","2","4","7","2","4"
"RedDotxLama","7","0","3","0","0","2","2","3","4","1","2"
"d0nniebui","28","7","1","0","1","1","3","13","20","0","0"
