"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"AtheGr88462","4","0","7","0","0","2","4","2","5","0","1"
"Jimonthy1934","14","1","2","0","0","0","2","6","8","2","4"
"MSU Bulldog Dan","23","3","7","1","0","2","2","8","17","7","13"
"TubbyPnda","7","5","3","0","2","0","2","3","5","0","0"
"A MOSHARK","16","12","0","0","1","2","3","7","12","2","2"
