"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"AtheGr88462","6","0","21","0","0","1","4","2","3","0","0"
"A MOSHARK","21","0","4","1","0","0","0","9","10","2","3"
"MSU Bulldog Dan","19","2","5","2","0","2","3","7","14","5","10"
"TubbyPnda","4","3","0","0","1","1","2","2","3","0","0"
"motoboto","26","7","2","1","3","1","2","13","16","0","0"
