"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Snoop Dee Doo","19","2","10","0","0","1","5","1","4","1","4"
"Tattedup2855955","26","1","2","1","1","0","0","10","17","3","4"
"bigchadwick254","0","0","1","2","0","4","1","0","3","0","1"
"xLG Hadouken","10","4","3","1","0","0","0","4","8","2","3"
"BauseSoulo","6","20","5","0","4","1","1","3","5","0","0"
