"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Snoop Dee Doo","17","1","13","2","0","0","2","7","17","1","3"
"Tattedup2855955","29","2","1","2","0","1","0","10","15","5","6"
"Jesse Is AFK","20","1","7","10","0","2","3","10","13","0","1"
"xLG Hadouken","5","1","0","0","0","0","0","2","5","1","2"
"BauseSoulo","12","17","2","0","0","0","2","5","6","0","0"
