"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"BMBxSwxsh","29","0","7","1","0","1","2","9","15","7","13"
"BMBxCEO4431","25","0","7","3","0","0","1","8","16","5","8"
"BMBxcXmp","10","1","2","4","2","1","1","4","7","2","5"
"BMBxMACKIE","13","4","2","0","0","1","1","5","6","3","3"
"BMBxDTRAIN","2","12","5","1","0","3","2","1","5","0","0"
