"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"BMBxSwxsh","14","0","3","0","0","3","1","5","10","4","9"
"BMBxCEO4431","19","1","11","0","0","0","2","7","9","3","5"
"BMBxcXmp","13","3","6","7","1","6","1","4","7","3","5"
"BMBxMACKIE","17","5","2","1","0","0","2","8","11","1","3"
"ChicagoSnags","14","5","4","0","1","0","4","6","10","2","6"
