"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"ChicagoBulls175","21","0","18","0","1","2","5","7","14","6","8"
"HalesSchworty24","16","3","1","1","0","1","4","6","9","3","6"
"ACE504Shoota","13","0","0","1","0","0","0","4","6","4","5"
"SGxLocky","20","2","5","6","0","1","1","10","12","0","0"
"FsMz Buckets","5","4","0","0","2","0","3","2","3","1","2"
