"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"ChicagoBulls175","19","2","5","3","0","4","2","7","14","3","7"
"SGxLocky","30","1","3","4","0","0","1","11","18","6","9"
"HalesSchworty24","5","1","8","1","0","1","2","2","4","1","3"
"r0b0t ballz","13","1","3","1","3","3","1","6","9","1","2"
"BoistrusEats","14","15","5","3","2","0","1","6","7","0","0"
