"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Trickyyy X","22","1","11","1","0","0","4","8","9","3","3"
"CASHrz","16","2","3","2","0","3","1","6","11","4","7"
"Slxsher Gxng","10","0","0","1","0","3","1","5","9","0","1"
"TM PRIME","17","1","10","2","0","1","1","6","14","4","8"
"LiLJBlack2","10","18","2","0","0","0","2","5","6","0","0"
