"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"Trickyyy X","0","0","18","0","0","1","1","0","3","0","1"
"CASHrz","16","0","3","2","0","3","0","5","10","5","8"
"Slxsher Gxng","27","0","0","3","0","1","1","12","22","3","5"
"Spanking is Fun","11","2","2","1","0","0","0","5","6","1","1"
"LiLJBlack2","10","7","0","1","1","2","0","5","6","0","0"
