"Player","PTS","REB","AST","STL","BLK","FLS","TO","FGM","FGA","3PM","3PA"
"CASHrz","20","0","2","2","0","0","3","8","16","2","3"
"Slxsher Gxng","24","1","4","3","0","3","4","9","12","2","2"
"TM PRIME","18","2","16","1","0","1","5","8","9","0","0"
"CysD CenTRaL","11","1","0","1","0","0","0","4","6","3","5"
"Spanking is Fun","6","13","5","1","0","0","0","3","3","0","0"
